method,pair,src_label,src_text,nbr_label,nbr_text,similarity
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi there,PartnershipPatient → salutation,Hi,0.7954
lsa,InfoGive → Diagnostics || InfoGive → Generalinformation,InfoGive → Diagnostics,We do not have  a comparison for the CEA,InfoGive → Generalinformation,Unfortunately  we do not have control over visitor restrictions in the hospital,0.7725
lsa,InfoGive → Diagnostics || SharedDecisionProvider → SummarizeConfirmUnderstanding,InfoGive → Diagnostics,We do not have  a comparison for the CEA,SharedDecisionProvider → SummarizeConfirmUnderstanding,"We do not have  a comparison for the CEA, but if this serves us value in the future, we will then have something to look back and compare to",0.7124
lsa,InfoGive → Diagnostics || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Diagnostics,We do not have  a comparison for the CEA,InfoGiveSDOH → HealthCareAccessAndQuality,we do not give the whooping cough (tdap) vaccine here,0.699
lsa,PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipProvider → connection,Take care,PartnershipPatient → signoff,Take care,1.0
lsa,PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → connection,Take care,PartnershipProvider → signoff,Take care,1.0
lsa,InfoGive → Drugs || PartnershipProvider → connection,PartnershipProvider → connection,Take care,InfoGive → Drugs,take care of these prescriptions,0.9322
lsa,InfoGive → Drugs || PartnershipProvider → connection,PartnershipProvider → connection,Take care,InfoGive → Drugs,I take Tums sometimes,0.6785
lsa,Socioemotional/Empathy → ExpressConcern/unease || Socioemotional/Empathy → Reassurance,Socioemotional/Empathy → ExpressConcern/unease,it appears the numbers pretty high which is concerning,Socioemotional/Empathy → Reassurance,which is fine it is not an urgent t est.,0.6039
lsa,InfoSeek → Diagnostics || PartnershipPatient → connection,InfoSeek → Diagnostics,I was wondering if there was a reason,PartnershipPatient → connection,I was just wondering,0.6228
lsa,InfoGive → Diagnostics || InfoGive → Generalinformation,InfoGive → Diagnostics,The 27/29 has been a good indicator for me in the past,InfoGive → Generalinformation,A program of repair has been established for me but it pretty extensive,0.661
lsa,InfoGive → Diagnostics || InfoGive → Symptoms,InfoGive → Diagnostics,The 27/29 has been a good indicator for me in the past,InfoGive → Symptoms,typically the answer has been no,0.6051
lsa,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thank you,PartnershipProvider → Appreciation/Gratitude,Thank you,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thank you,PartnershipProvider → signoff,Thank you,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipProvider → Appreciation/Gratitude,Thank you,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipPatient → Appreciation/Gratitude,Thank you,PartnershipProvider → signoff,Thank you,1.0
lsa,InfoGive → Diagnostics || PartnershipPatient → Alignment,PartnershipPatient → Alignment,I was glad to see that too,InfoGive → Diagnostics,to see that this was trending down,0.7187
lsa,InfoGive → Diagnostics || SharedDecisionProvider → Approval/Reinforcement,InfoGive → Diagnostics,adding the CEA (just another marker in this situation) to the CA27.29,SharedDecisionProvider → Approval/Reinforcement,agree that the CA27.29 has been a very good marker for you,0.6091
lsa,InfoGive → Diagnostics || SharedDecisionProvider → Approval/Reinforcement,InfoGive → Diagnostics,agree that the CA27.29 has been a very good marker for you,SharedDecisionProvider → Approval/Reinforcement,agree that the CA27.29 has been a very good marker for you,1.0
lsa,PartnershipPatient → connection || PartnershipProvider → Alignment,PartnershipProvider → Alignment,I was happy,PartnershipPatient → connection,Happy Holidays,0.8263
lsa,PartnershipProvider → Alignment || PartnershipProvider → connection,PartnershipProvider → Alignment,I was happy,PartnershipProvider → connection,Happy Easter,0.81
lsa,PartnershipPatient → connection || PartnershipProvider → Alignment,PartnershipProvider → Alignment,I was happy,PartnershipPatient → connection,Happy Thanksgiving,0.7512
lsa,PartnershipPatient → connection || PartnershipProvider → Alignment,PartnershipProvider → Alignment,I was happy,PartnershipPatient → connection,Happy Thanksgiving,0.7512
lsa,PartnershipProvider → Alignment || PartnershipProvider → connection,PartnershipProvider → Alignment,I was happy,PartnershipProvider → connection,be happy to,0.6665
lsa,InfoGive → Diagnostics || PartnershipPatient → Alignment,InfoGive → Diagnostics,to see that this was trending down,PartnershipPatient → Alignment,I was glad to see that too,0.7187
lsa,InfoGive → Diagnostics || InfoGive → carecoordination,InfoGive → Diagnostics,to see that this was trending down,InfoGive → carecoordination,this was faxed,0.6424
lsa,InfoGive → Diagnostics || SharedDecisionProvider → SummarizeConfirmUnderstanding,SharedDecisionProvider → SummarizeConfirmUnderstanding,"We do not have  a comparison for the CEA, but if this serves us value in the future, we will then have something to look back and compare to",InfoGive → Diagnostics,We do not have  a comparison for the CEA,0.7124
lsa,InfoGive → Generalinformation || SharedDecisionProvider → SummarizeConfirmUnderstanding,SharedDecisionProvider → SummarizeConfirmUnderstanding,"We do not have  a comparison for the CEA, but if this serves us value in the future, we will then have something to look back and compare to",InfoGive → Generalinformation,Unfortunately  we do not have control over visitor restrictions in the hospital,0.6475
lsa,PartnershipPatient → signoff || PartnershipProvider → connection,PartnershipProvider → connection,Take care,PartnershipPatient → signoff,Take care,1.0
lsa,PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → connection,Take care,PartnershipProvider → signoff,Take care,1.0
lsa,InfoGive → Drugs || PartnershipProvider → connection,PartnershipProvider → connection,Take care,InfoGive → Drugs,take care of these prescriptions,0.9322
lsa,InfoGive → Drugs || PartnershipProvider → connection,PartnershipProvider → connection,Take care,InfoGive → Drugs,I take Tums sometimes,0.6785
lsa,InfoGive → Diagnostics || InfoGive → Generalinformation,InfoGive → Diagnostics,I thought we were doing the CA 27 Dash 29 that I have always had done but no results have come in for that,InfoGive → Generalinformation,I thought we were doing the CA 27 Dash 29 that I have always had done but no results have come in for that,1.0
lsa,InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,PartnershipPatient → activeParticipation/involvement,Just checking,0.6827
lsa,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,InfoGive → Diagnostics,WBC: 2.91,0.6379
lsa,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks!,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks !,1.0
lsa,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,WBC: 2.91,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,0.6379
lsa,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoGive → Diagnostics,WBC: 2.91,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,0.6379
lsa,InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,PartnershipPatient → activeParticipation/involvement,Just checking,0.6827
lsa,InfoGive → Diagnostics || InfoSeek → Diagnostics,InfoSeek → Diagnostics,Just checking to see how my bloodwork looks for my WBC?,InfoGive → Diagnostics,WBC: 2.91,0.6379
lsa,PartnershipPatient → signoff || PartnershipProvider → signoff,PartnershipPatient → signoff,Thanks,PartnershipProvider → signoff,Thanks,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
lsa,PartnershipPatient → signoff || PartnershipProvider → Appreciation/Gratitude,PartnershipPatient → signoff,Thanks,PartnershipProvider → Appreciation/Gratitude,Thanks,1.0
lsa,InfoGive → SchedulingAppt || SharedDecisionPatient → SeekingApproval,InfoGive → SchedulingAppt,I believe it should be 9am,SharedDecisionPatient → SeekingApproval,Should I be?,0.9092
lsa,InfoGive → SchedulingAppt || SharedDecisionPatient → SeekingApproval,InfoGive → SchedulingAppt,I believe it should be 9am,SharedDecisionPatient → SeekingApproval,Also should I be having a colonoscopy,0.7447
lsa,InfoGive → SchedulingAppt || PartnershipProvider → maintainCommunication,InfoGive → SchedulingAppt,I believe it should be 9am,PartnershipProvider → maintainCommunication,She should be in touch soon,0.6995
lsa,InfoGive → SchedulingAppt || Socioemotional/Empathy → Reassurance,InfoGive → SchedulingAppt,I believe it should be 9am,Socioemotional/Empathy → Reassurance,"It should be safe, hospital is taking every precaution to keep the environment safe,",0.663
lsa,InfoGive → SchedulingAppt || PartnershipProvider → maintainCommunication,InfoGive → SchedulingAppt,I believe it should be 9am,PartnershipProvider → maintainCommunication,You should be hearing from the secretary when it is rescheduled,0.6353
lsa,InfoGive → SchedulingAppt || InfoGive → carecoordination,InfoGive → SchedulingAppt,I believe it should be 9am,InfoGive → carecoordination,Dr Person1 indicated that it should be  no problem,0.6076
lsa,InfoGive → SchedulingAppt || InfoSeek → SchedulingAppt,InfoGive → SchedulingAppt,I believe it should be 9am,InfoSeek → SchedulingAppt,it been a while so I am wondering if I should be scheduling a colonoscopy,0.602
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you,1.0
lsa,PartnershipProvider → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipProvider → Appreciation/Gratitude,Thank you,1.0
lsa,PartnershipPatient → Appreciation/Gratitude || PartnershipProvider → signoff,PartnershipProvider → signoff,Thank you,PartnershipPatient → Appreciation/Gratitude,Thank you!,1.0
lsa,InfoGive → Diagnostics || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Diagnostics,I had blood work done yesterday as part of my visit,InfoGiveSDOH → HealthCareAccessAndQuality,I had blood work done at the Org2,0.6897
lsa,InfoGive → SchedulingAppt || InfoSeekSDOH → HealthCareAccessAndQuality,InfoGive → SchedulingAppt,Also please call and get MM/DD/YYYY CT scan scheduled,InfoSeekSDOH → HealthCareAccessAndQuality,Did you just cancel the ct scan I scheduled for MM/DD/YYYY in Org1?,0.6216
lsa,InfoGive → Diagnostics || InfoSeekSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,Did you just cancel the ct scan I scheduled for MM/DD/YYYY in Org1?,InfoGive → Diagnostics,I have a Ct Scan schedule for MM/DD/YYYY in Org2,0.6765
lsa,InfoGive → Diagnostics || InfoSeekSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,Did you just cancel the ct scan I scheduled for MM/DD/YYYY in Org1?,InfoGive → Diagnostics,I have a Ct Scan schedule for MM/DD/YYYY in Org2,0.6765
lsa,InfoGive → Diagnostics || InfoSeekSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,Did you just cancel the ct scan I scheduled for MM/DD/YYYY in Org1?,InfoGive → Diagnostics,They ordered a CT scan of the neck for MM/DD/YYYY,0.66
lsa,InfoGive → SchedulingAppt || InfoSeekSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,Did you just cancel the ct scan I scheduled for MM/DD/YYYY in Org1?,InfoGive → SchedulingAppt,Also please call and get MM/DD/YYYY CT scan scheduled,0.6216
lsa,PartnershipPatient → Alignment || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please confirm.,PartnershipPatient → Alignment,Can you confirm,0.6488
lsa,InfoSeek → Generalinformation || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please confirm.,InfoSeek → Generalinformation,Could you please confirm your fax number,0.6442
lsa,InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please confirm.,InfoGive → Generalinformation,I cannot confirm the exact time,0.6337
